nct_id,reached_fda_milestone
NCT00129090,False
NCT00129142,False
NCT00129363,False
NCT00129402,False
NCT00129519,False
NCT00129545,False
NCT00129805,False
NCT00129857,False
NCT00130000,False
NCT00130247,True
NCT00130338,False
NCT00130351,False
NCT00130546,False
NCT00130572,False
NCT00130624,False
NCT00130676,False
NCT00130754,False
NCT00130975,False
NCT00131079,False
NCT00131222,False
NCT00131573,False
NCT00131638,False
NCT00131664,False
NCT00131716,False
NCT00131794,False
NCT00132080,False
NCT00132119,False
NCT00132314,False
NCT00132548,False
NCT00132652,False
NCT00132665,False
NCT00132678,False
NCT00132717,False
NCT00132808,False
NCT00132873,False
NCT00133185,False
NCT00133198,False
NCT00133211,False
NCT00133614,False
NCT00133848,False
NCT00133887,False
NCT00134199,False
NCT00134459,False
NCT00134485,False
NCT00134498,False
NCT00134511,False
NCT00134563,False
NCT00134732,False
NCT00135057,False
NCT00135109,False
NCT00135122,False
NCT00135642,False
NCT00135707,False
NCT00135811,False
NCT00135902,False
NCT00136058,False
NCT00136084,False
NCT00136110,False
NCT00136188,False
NCT00136201,True
NCT00136266,False
NCT00136318,False
NCT00136383,False
NCT00136552,False
NCT00136669,False
NCT00136864,False
NCT00136994,False
NCT00137124,False
NCT00137462,False
NCT00137540,False
NCT00137787,True
NCT00137969,True
NCT00138112,False
NCT00138567,False
NCT00138580,False
NCT00138593,False
NCT00138710,False
NCT00138801,False
NCT00138866,False
NCT00138944,False
NCT00138983,False
NCT00139399,False
NCT00139542,False
NCT00139659,False
NCT00139737,False
NCT00139763,False
NCT00139789,False
NCT00139815,False
NCT00140023,False
NCT00140088,False
NCT00140114,False
NCT00140153,False
NCT00140179,False
NCT00140543,False
NCT00140582,False
NCT00140595,False
NCT00140673,False
NCT00140868,False
NCT00140998,False
NCT00141089,False
NCT00141167,False
NCT00141193,False
NCT00141206,False
NCT00141245,False
NCT00141323,False
NCT00141336,False
NCT00141778,True
NCT00142233,False
NCT00142246,False
NCT00142272,False
NCT00142298,False
NCT00142350,False
NCT00142584,False
NCT00143117,False
NCT00143169,False
NCT00143182,False
NCT00143286,False
NCT00143299,False
NCT00143416,False
NCT00143520,False
NCT00143598,False
NCT00143702,False
NCT00143715,False
NCT00144079,False
NCT00144209,False
NCT00144235,False
NCT00144287,False
NCT00144326,False
NCT00144365,False
NCT00144495,False
NCT00144521,False
NCT00144534,False
NCT00144547,False
NCT00144612,False
NCT00144625,False
NCT00144664,False
NCT00144755,False
NCT00145002,False
NCT00145093,False
NCT00145171,False
NCT00145275,False
NCT00145327,False
NCT00145652,False
NCT00145691,False
NCT00145769,False
NCT00145808,False
NCT00145925,False
NCT00146107,False
NCT00146120,False
NCT00146146,False
NCT00146185,False
NCT00146367,False
NCT00146393,False
NCT00146445,False
NCT00146471,False
NCT00146523,False
NCT00146549,False
NCT00146640,False
NCT00146718,False
NCT00146731,False
NCT00146770,False
NCT00146809,False
NCT00147134,False
NCT00147199,False
NCT00147316,False
NCT00147381,False
NCT00147472,False
NCT00147719,False
NCT00147732,False
NCT00147758,False
NCT00147771,False
NCT00147784,False
NCT00148057,False
NCT00148083,False
NCT00148239,False
NCT00148265,False
NCT00148330,False
NCT00148395,False
NCT00148473,False
NCT00148798,False
NCT00148876,False
NCT00148941,False
NCT00149279,False
NCT00149838,False
NCT00149929,False
NCT00150280,False
NCT00150332,False
NCT00150579,False
NCT00150605,False
NCT00150618,False
NCT00150670,False
NCT00150696,False
NCT00150709,True
NCT00150735,False
NCT00150748,False
NCT00150774,False
NCT00150917,False
NCT00150956,False
NCT00150969,False
NCT00151190,False
NCT00151255,False
NCT00151424,False
NCT00151489,False
NCT00151502,False
NCT00151515,False
NCT00151749,False
NCT00151775,False
NCT00151840,False
NCT00151879,False
NCT00151892,False
NCT00151918,False
NCT00151944,False
NCT00151983,False
NCT00152009,False
NCT00152022,False
NCT00152035,False
NCT00152139,False
NCT00152178,False
NCT00152191,False
NCT00152373,False
NCT00152386,False
NCT00152490,False
NCT00152516,False
NCT00153166,False
NCT00153816,True
NCT00154102,False
NCT00154141,False
NCT00154284,False
NCT00156104,False
NCT00156117,False
NCT00156195,False
NCT00156845,False
NCT00156949,False
NCT00157040,False
NCT00157079,False
NCT00157105,False
NCT00157235,False
NCT00157339,False
NCT00157911,False
NCT00158158,False
NCT00158405,False
NCT00158418,False
NCT00158431,False
NCT00158457,False
NCT00158470,False
NCT00158496,False
NCT00158561,False
NCT00158574,False
NCT00158587,False
NCT00158600,False
NCT00158678,False
NCT00158756,False
NCT00158821,False
NCT00158964,False
NCT00159536,False
NCT00159653,False
NCT00159705,False
NCT00159744,False
NCT00159874,True
NCT00159887,False
NCT00159939,False
NCT00160316,False
NCT00160381,False
NCT00160524,False
NCT00160615,True
NCT00160628,False
NCT00160693,False
NCT00161018,False
NCT00161304,False
NCT00161681,False
NCT00161811,False
NCT00161876,False
NCT00162032,False
NCT00162240,False
NCT00162656,False
NCT00162864,False
NCT00162942,False
NCT00163020,False
NCT00163046,True
NCT00163111,False
NCT00163163,False
NCT00163267,False
NCT00163293,False
NCT00163319,False
NCT00163345,False
NCT00163358,False
NCT00163371,False
NCT00163384,False
NCT00163397,False
NCT00163410,False
NCT00163436,False
NCT00163475,False
NCT00163488,False
NCT00163501,False
NCT00163605,False
NCT00163722,False
NCT00164424,False
NCT00164437,False
NCT00164489,False
NCT00164619,False
NCT00165035,False
NCT00165178,False
NCT00165646,False
NCT00165698,False
NCT00166452,False
NCT00167154,False
NCT00167362,False
NCT00167518,False
NCT00167635,False
NCT00167895,False
NCT00167947,False
NCT00168012,False
NCT00168038,False
NCT00168077,False
NCT00168298,False
NCT00168324,False
NCT00168350,False
NCT00168363,False
NCT00168389,True
NCT00168402,False
NCT00168532,False
NCT00169260,False
NCT00169494,False
NCT00169637,False
NCT00169845,False
NCT00169936,False
NCT00170014,False
NCT00170196,False
NCT00170209,False
NCT00170404,False
NCT00170430,False
NCT00170755,False
NCT00170976,False
NCT00171002,False
NCT00171028,False
NCT00171041,False
NCT00171080,False
NCT00171145,False
NCT00171236,False
NCT00171288,False
NCT00171366,False
NCT00171379,False
NCT00171392,False
NCT00171470,False
NCT00171626,False
NCT00171795,False
NCT00171821,False
NCT00172042,False
NCT00172120,False
NCT00172133,False
NCT00172484,False
NCT00174252,False
NCT00174278,False
NCT00174655,False
NCT00174720,False
NCT00174733,False
NCT00174785,False
NCT00174837,False
NCT00175032,False
NCT00175890,True
NCT00175916,False
NCT00176137,False
NCT00176852,False
NCT00177047,False
NCT00177112,False
NCT00177125,False
NCT00177164,False
NCT00177515,False
NCT00177619,False
NCT00177684,False
NCT00178503,False
NCT00179244,False
NCT00179257,False
NCT00179491,False
NCT00179621,False
NCT00179647,False
NCT00179829,False
NCT00180011,False
NCT00180089,False
NCT00180258,False
NCT00180284,False
NCT00180310,False
NCT00180479,False
NCT00180518,False
NCT00180687,False
NCT00181142,False
NCT00181350,False
NCT00181909,False
NCT00182143,False
NCT00182195,False
NCT00182208,False
NCT00182221,False
NCT00182234,False
NCT00182312,False
NCT00182390,False
NCT00182416,False
NCT00182611,False
NCT00182754,False
NCT00182819,True
NCT00182936,False
NCT00183001,False
NCT00183183,False
NCT00183313,False
NCT00183404,True
NCT00184574,False
NCT00184600,False
NCT00184678,False
NCT00184691,False
NCT00184717,True
NCT00184743,False
NCT00185159,False
NCT00185211,False
NCT00185276,False
NCT00185289,False
NCT00185393,False
NCT00185419,False
NCT00185484,False
NCT00186823,False
NCT00186966,False
NCT00187291,False
NCT00187343,False
NCT00187421,False
NCT00187772,False
NCT00188968,False
NCT00189111,False
NCT00189124,False
NCT00189202,False
NCT00189241,False
NCT00189280,False
NCT00189306,False
NCT00190268,False
NCT00190385,False
NCT00190398,False
NCT00190489,False
NCT00190541,False
NCT00190619,False
NCT00190632,False
NCT00190645,False
NCT00190658,False
NCT00190684,False
NCT00190814,False
NCT00190827,False
NCT00190853,False
NCT00190866,False
NCT00190996,False
NCT00191074,False
NCT00191087,False
NCT00191113,True
NCT00191152,True
NCT00191516,False
NCT00191581,False
NCT00191646,True
NCT00191659,False
NCT00191685,False
NCT00191802,False
NCT00191893,False
NCT00191919,False
NCT00191945,False
NCT00192127,False
NCT00192205,False
NCT00192231,False
NCT00192244,False
NCT00192257,False
NCT00192283,False
NCT00192374,False
NCT00192400,False
NCT00192712,False
NCT00192959,False
NCT00193011,False
NCT00193362,False
NCT00193687,False
NCT00193830,False
NCT00193856,True
NCT00193882,True
NCT00193895,True
NCT00193908,False
NCT00194103,False
NCT00194987,True
NCT00195208,False
NCT00195273,True
NCT00195572,False
NCT00195663,False
NCT00195715,False
NCT00195728,False
NCT00195949,False
NCT00196196,False
NCT00196326,False
NCT00196365,False
NCT00196378,False
NCT00196430,False
NCT00196534,False
NCT00196560,False
NCT00196729,False
NCT00196807,False
NCT00196859,False
NCT00197002,False
NCT00197080,False
NCT00197171,False
NCT00197184,False
NCT00197223,False
NCT00197249,False
NCT00197275,False
NCT00197288,False
NCT00197327,False
NCT00197353,False
NCT00197548,False
NCT00197678,False
NCT00197951,False
NCT00198445,False
NCT00198484,True
NCT00198497,True
NCT00198510,True
NCT00198536,False
NCT00198588,False
NCT00198822,False
NCT00199043,True
NCT00199108,True
NCT00199368,False
NCT00199394,False
NCT00199602,False
NCT00199654,False
NCT00199927,False
NCT00200096,False
NCT00200148,False
NCT00200343,False
NCT00200434,False
NCT00200473,False
NCT00200499,False
NCT00200512,False
NCT00200577,False
NCT00200655,False
NCT00200967,False
NCT00201279,False
NCT00201383,False
NCT00201396,False
NCT00201435,False
NCT00201890,False
NCT00201916,False
NCT00201929,False
NCT00201955,False
NCT00201981,False
NCT00201994,False
NCT00202059,False
NCT00202150,False
NCT00202280,False
NCT00202410,False
NCT00202566,False
NCT00202735,False
NCT00202826,False
NCT00202865,False
NCT00202878,False
NCT00202969,False
NCT00203034,False
NCT00203060,False
NCT00203125,False
NCT00203164,False
NCT00204412,False
NCT00204425,False
NCT00204698,False
NCT00204750,False
NCT00204802,False
NCT00204854,False
NCT00205751,False
NCT00205764,False
NCT00205777,False
NCT00205816,False
NCT00205855,False
NCT00206115,False
NCT00206128,False
NCT00206154,False
NCT00206167,False
NCT00206219,False
NCT00206583,False
NCT00206674,False
NCT00207610,False
NCT00207675,False
NCT00207701,False
NCT00207766,False
NCT00208156,False
NCT00208312,False
NCT00209300,False
NCT00209313,False
NCT00209443,False
NCT00209937,False
NCT00209963,False
NCT00210080,False
NCT00210353,False
NCT00210457,False
NCT00210548,False
NCT00210613,False
NCT00210691,False
NCT00210717,False
NCT00210769,False
NCT00210808,False
NCT00210821,False
NCT00210847,False
NCT00210860,False
NCT00210899,False
NCT00210912,False
NCT00210990,False
NCT00211003,False
NCT00211107,False
NCT00211133,False
NCT00211341,False
NCT00211536,False
NCT00211692,False
NCT00211887,False
NCT00211913,False
NCT00211926,False
NCT00211991,False
NCT00212355,False
NCT00212615,False
NCT00212784,False
NCT00213083,False
NCT00213226,False
NCT00213304,False
NCT00213590,False
NCT00213759,False
NCT00214604,False
NCT00214630,False
NCT00214643,False
NCT00215228,False
NCT00215241,False
NCT00215254,False
NCT00215293,False
NCT00215306,False
NCT00215436,False
NCT00215618,False
NCT00215670,False
NCT00216034,False
NCT00216125,False
NCT00216346,False
NCT00216476,False
NCT00216502,False
NCT00216580,False
NCT00216606,False
NCT00216684,False
NCT00216827,False
NCT00216879,False
NCT00217061,False
NCT00217230,False
NCT00217841,False
NCT00218114,False
NCT00218751,False
NCT00218816,False
NCT00219024,False
NCT00219050,False
NCT00219102,False
NCT00219115,False
NCT00219128,False
NCT00219141,False
NCT00219167,False
NCT00219180,False
NCT00219193,False
NCT00219232,False
NCT00219323,False
NCT00219635,False
NCT00219661,False
NCT00219856,True
NCT00219960,False
NCT00220298,False
NCT00220324,False
NCT00220337,True
NCT00220571,False
NCT00220792,False
NCT00220961,False
NCT00221078,False
NCT00221195,False
NCT00221221,False
NCT00221338,True
NCT00221416,False
NCT00221624,False
NCT00221702,False
NCT00222521,False
NCT00223080,False
NCT00223236,False
